name,description,category,address,city,availability,rating,image1,image2,image3
Grand Jamia Masjid Janiper Block (Bahria Town),Not Available,Mosque,"Bahria Town Main Blvd, Sector C Janiper Block Sector C Bahria Town, Lahore, Punjab",Lahore,Open. Closes 10pm,4.8,https://lh3.googleusercontent.com/p/AF1QipOGKNdZ-MnBVWtihhOqXp0TKxAGZk1oyvOYHZ8e=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOUrru2w6SfLpE0okIbcNgoT2r70R-9PjsGCyOF=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMtqbbTYKL0zIU-OvtLaa481b4uZS1PcGgHRZUF=s294-w294-h220-k-no
Fortress Square Mall,"5-story shopping mall housing local & international brands, a food court, cinema & kids' play area.",Shopping Centre,"Shahrah-E-Quaid-E-Azam, Mian Mir Bridge, near Fortress Stadium, Lahore, 54000",Lahore,Open. Closes 10pm,4.5,https://lh3.googleusercontent.com/p/AF1QipNRgvBVL9Ci6TuhTExP-XH4V9BAOvO7bPynqW7G=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM8Ca1uP3irfTw_lM88F6D4UurMQq4bYgCBL73i=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM4G3DiOfKLeEYFgUol_2Q3vGolvoEcaMXvMKK_=s294-w294-h220-k-no
Anarkali Bazaar,Not Available,Neighborhood,"Lahore, Punjab 54000",Lahore,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipNmojrbpnRG4-kT1oQzNdi0amVZQNVJZe5EeaaZ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOIWRqDv0FjRz-xVXN8ZdUQ_-Oz4GdglPXcqII7=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipN4-xMI8xV-KsaqW1fzfMmb4j1TSneFRN8xVb8c=s294-w294-h220-k-no
Mall of Lahore,Not Available,Shopping Centre,"172 Tufail Rd, Cantt, Lahore, Punjab 54000",Lahore,Open. Closes 11pm,4.3,https://lh3.googleusercontent.com/p/AF1QipO5flw3uLp8pUmtzpOoGkzlcvsLRXC7py_Hg123=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNFt5xmlOLz2AU8oCawpqh68-6TBlSUWQNcsWxR=s220-w165-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOKMs-A_VfH5ekmxAVhMzUv8oXE29DmkCl3uITJ=s294-w294-h220-k-no
Food Street Fort Road,"Bustling food street offering Lahori cuisine, with views of Badshahi Mosque & street performances.",Notable Street,"Walled City of Lahore, Lahore, Punjab",Lahore,Not Available,4.6,https://lh3.googleusercontent.com/p/AF1QipMSMl1QTmYvV9vtPfhVU4XQB0WnHppusqA3cVXv=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO-dWh0U5uxVNrEmaqFpzZPRhppPQl2XwB_auty=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOdOn_SsjhwluaTMntUvbUZqVPSddXPJxIS8qnP=s220-w165-h220-k-no
Army Museum Lahore,Not Available,Museum,"Amjad Chauhdry Rd, Saddar Town, Lahore, Punjab",Lahore,Closed. Opens 8am,4.8,https://lh3.googleusercontent.com/p/AF1QipMWZZMYY-c4mZdt_9m5SpyUoIzVdHcEg_uNkfha=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMS1lrzS31eAaYupRUy0LS9oJlzxGUOkrrWegzT=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMHLS0GQ5egSd6gNMrPX4TzXGgHquQL3wdyk5fT=s294-w294-h220-k-no
National History Museum,Not Available,Museum,"H8V6+WQ6, Greater Iqbal Park, Walled City of Lahore, Lahore, Punjab",Lahore,Closed. Opens 10am,4.7,https://lh3.googleusercontent.com/p/AF1QipNOQOQzLjAuj0P1766REbGLcvF052dW2sQLJlmM=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPRkurOKHDS4bfXuORgD5lCOeYDJHZrD28eaM5O=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPhzVfoMruVxLYI_KHFu9Nd6179d5ZFI71cr-C8=s294-w294-h220-k-no
Eiffel Tower Bahria Town Lahore,Not Available,Tourist Attraction," Bahria Town Main Blvd, Violet Block Bahria Town, Lahore, Punjab 54000",Lahore,Open. Closes 10pm,4.5,https://lh5.googleusercontent.com/p/AF1QipNbQPjhl7pW5FNVavwb0v44ve3t8xzQfXBxnxEh=w540-h312-n-k-no,https://lh5.googleusercontent.com/p/AF1QipNbQPjhl7pW5FNVavwb0v44ve3t8xzQfXBxnxEh=w540-h312-n-k-no,Not Available
Gaddafi Stadium,"Gaddafi Stadium, previously known as Lahore Stadium, is a cricket stadium in Lahore, Punjab, Pakistan, owned by the Pakistan Cricket Board. With a capacity of 27,000, it is the fourth largest cricket stadium of Pakistan. It is the home ground of Lahore Qalandars in the Pakistan Super League.",Stadium,"Gaddafi Stadium, Block E 2 Gulberg III, Lahore, Punjab 54000",Lahore,Closed. Opens 11am,4.6,https://lh5.googleusercontent.com/p/AF1QipM4ND9WSQdcV92rurbOJNzQSqD-mHbixit4qtmZ=w540-h312-n-k-no,https://lh5.googleusercontent.com/p/AF1QipM3pwvDzYXNPEaMwDUBzLZEmj12w8MJFS4TfWM0=w540-h312-n-k-no,https://lh5.googleusercontent.com/p/AF1QipOMc5vPBEFSmNgu4gdJxJ8L1Jhob4PBqHcQPQaH=w540-h312-n-k-no
Mazar-e-Quaid-e-Azam,"Dramatic & iconic white-marble tomb, built in the 1960s, of Pakistan's founder.",Historical landmark,"M.A Jinnah Rd, Central Jacob Lines Ghm, Karachi, Karachi City, Sindh",Karachi,Closed. Opens 10am,4.6,https://lh3.googleusercontent.com/p/AF1QipN3KfpYYmGpOxnTB-LAw3RzjDlQHxjlxTyn29JY=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMKiU5o5EiyUp45TQpLaVe35nxBXA7dXts99sap=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNzZg8AmEsw6jXcC3JyFIbQos6xuczDupbfKNMo=s294-w294-h220-k-no
Mohatta Palace Museum ,"Palace housing a museum with exhibits on maps & cultural artifacts, plus surrounding gardens.",Historical landmark,"7am Hatim Alvi Rd, Block 5 Old Clifton, Karachi, Karachi City, Sindh 75600",Karachi,Closed. Opens 11am,4.5,https://lh3.googleusercontent.com/p/AF1QipM1-zFy-zfVzK3wfGXRmWWe7Y3XFDOcQOkd9IFf=s294-w294-h220-k-no,https://lh3.googleusercontent.com/proxy/2TnyYWo94L8ausnmo92LT276R0lVXICuApnnzjqni5nvuXIIHmNiFsnknmLyxOSEwoL88Fc-ChmpLcx89t54o-IzQiFjzbCagy_iU-Eti5SbYQXXWf57wFnPwaI6IQo9ET6Un_-mIc3GxIESzxgls3-whxX0cQE=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPr-JS3Kc2QXNTzIlbX_frbmeQSjPJ64hipSsQ0=s294-w294-h220-k-no
Pakistan Air Force Museum,"Indoor & outdoor exhibits of vintage airplanes & helicopters, plus kids' amusement rides.",Museum,"PAF Faisal Base, Shahrah-e-Faisal Rd, Karsaz Flyover, Karachi",Karachi,Open. Closes 9pm,4.6,https://lh3.googleusercontent.com/p/AF1QipN3n0CHT_X3wiNwHxD1uzI4ZfnUz8mq2QnrB1Lu=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMS1RW2wfeOzJrCX0chjCjaBbJfdKCdLGyMaibS=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNwk3sLo8hzpqMFdCzKFKqx0prytf2KkdXTIVyr=s294-w294-h220-k-no
Frere Hall,This iconic 1860s building is surrounded by a garden & now used as a library & exhibition space.,Library,"Civil Lines Karachi, Karachi City, Sindh",Karachi,Closed. Opens 9am,4.4,https://lh3.googleusercontent.com/p/AF1QipOfxfXNbfrPl29cp5nHo6g4AgV95LzXsWfGY1i1=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMsn8jmypf3nnIgGa3SYHM7OXuBL5HoQF1FPMaT=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPHNWGCyb59M2_bZlMKaT8SplVJuOyAHOvwIlHG=s294-w294-h220-k-no
Port Grand Karachi,"Busy, waterside entertainment hub with street-food stalls, clothing stores, concerts & boat rides.",Recreation Centre,"Road, Port Grand Food St, opposite PNSC Building, West Wharf, Karachi, Karachi City, Sindh",Karachi,Open. Closes 12am,4.4,https://lh3.googleusercontent.com/p/AF1QipNfiXhVw2mvVuxyVXrtqA8X3IE-R2U6lDjinN04=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPTCeYBwRLtgQVJkYcXNrUqFraSShnzh7_n9LQW=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNNjmlQlP8Yby2U8Nnj-LshvgXWeZNHLxrVkOKP=s294-w294-h220-k-no
Dolmen Mall,Not Available,Shopping Centre,"Dolmen City, HC-3, sea view road, Marine Promenade, Karachi",Karachi,Open. Closes 11pm,4.6,https://lh3.googleusercontent.com/p/AF1QipMy6RFhh609kxsyplKqR84tDBudCYIfYJDkr3z9=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMWr5u_Cyq5EZ5fa3x5fLnZ5jGB6TrZoPrr-4dU=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMziBkcLJ4HTfIRn6vjjSyMzVExYJPCiGJyFEdz=s294-w294-h220-k-no
Clifton Beach,"Scenic beachfront known for its sea views & expansive coast, lined with parks & walkways.",Beach,Sindh,Karachi,Not Available,4.2,https://lh3.googleusercontent.com/p/AF1QipOIcC3MXgENd6v4Y-gL_V4P0ICKxeSZM3Bx1GDT=s294-w294-h220-k-no,https://lh3.googleusercontent.com/proxy/KbFfhLLCUQVM7kb02hauNj0UBbAyhe5_7cnvR6dkFdpn-ZIRdcTBELa20rM7FZEIEQgoWbzXesNfaqtkZkPMm2O6mhc4NI33E8sRmR3u1Y8wxPZqko6fgYjPwTZk2XlhyVG0ZeUYL-CNhDBeCaKiWiMIC0L6bmY=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNRXUKY-WD7kqmKVdgEx2tUCLvkTHehrTtIYB7r=s294-w294-h220-k-no
Empress Market,"Circa-19th-century indoor/outdoor marketplace with a variety of vendors, from apparel to produce.",Supermarket,"near Rainbow Center, Empress Market Saddar, Karachi, Karachi City, Sindh 74400",Karachi,Open. Closes 10pm,4.2,https://lh3.googleusercontent.com/p/AF1QipMcX87ddm7cp4RGPVYvZ10vUOGvDIERGuNcMWih=s294-w294-h220-k-no,https://lh3.googleusercontent.com/proxy/WRvHKR_1aFtcQhjMa_H-xqAkysw6g6vmPwxcYbjRR0yj1PsF0PwgZFX1ifh3EDOqSbk8aneYWo-QycbuOgguL0Z0uwKflWYoBohndm0eZe_-lWD6VfyExBJLm2XKPWXX-ig5VgNF9-bKfXN9C3xF18D-9np-7lU=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNhbqLxCta0esMOzBVQoMKp_U-k4ZsAkvj23-VH=s294-w294-h220-k-no
Quaid e Azam House Museum,"Yellow stone house, once the home of Muhammad Ali Jinnah, with displays on the politician's life.",Museum,"V22M+G35, Fatima Jinnah Rd, Karachi Cantonment, Karachi, Karachi City, Sindh",Karachi,Closed. Opens 9am,4.6,https://lh3.googleusercontent.com/p/AF1QipOeA5O510-2vBLqUbPUhGTJMmn3Dq7dXKmEb3oN=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNdCQxszJds6uTN90ty3tKj0ygHAjwzOaNZ5KI=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMtUS5MLSvx6zZhVULekyOaB4sn_W_d-f8tBTD8=s294-w294-h220-k-no
Pakistan Maritime Museum,Historical maritime exhibits on the nation's navy & a real minesweeper & submarine on the water.,Museum,"V3PQ+7X5 Habib Ibrahim, Rehmatullah Road, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Karachi,Open. Closes 10pm,4.4,https://lh3.googleusercontent.com/p/AF1QipOCv4f74-k4PyLaYXXLKQNhgBYAZxSTtL73OiNZ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP__NcwwIuE-vxask8sjpUY63vpipydodQpAfd2=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMjb-W1yjHma2D_AweuaXWzSeaGwXqAH4iBVWxu=s294-w294-h220-k-no
Hawke's Bay Beach,"Sandy beach with huts for rent, popular for camel & horse rides, plus nesting green sea turtles.",Beach,"Karachi City, Sindh",Karachi,Not Available,4.4,https://lh3.googleusercontent.com/p/AF1QipNRjVLSatwHi-GOZ07eXGTH3cFdTxZQvuipFN2P=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPxIOymbgfkGQybqHznlllXsvYVGsvPTjCjrXw7=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM6n2jdTRZ9qERk5e5W1TX5YaUelHvVxmsKo0aO=s294-w294-h220-k-no
Do Darya,Coastal district with sunset viewpoints & terrace restaurants overlooking the water.,Tourist Attraction,"Q32P+6P3, Sea View Rd, D.H.A Phase 8 Zone C Phase 8 Defence Housing Authority, Karachi, Sindh 75500",Karachi,Open. Closes 3am,4.5,https://lh3.googleusercontent.com/p/AF1QipOnjYJ7aEn9BHQ8cuDDgxTSdDMf6jWGwry6lBXO=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMi1U-0P0T0jHHNLqT5iNbRADZ3vxnsMGZVjwA9=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPospVhZVJl7rJ6pZNTUcvUDI0dawVFf19spzXm=s294-w294-h220-k-no
Tooba Masjid,"Large, white marble mosque built in 1969 known for dome shape, acoustics & lack of interior columns.",Mosque,"R3V3+8MF, Old Korangi Rd, Sabir SRE Karachi Cantonement, Karachi, Karachi City, Sindh 74000",Karachi,Open 24 Hours,4.8,https://lh3.googleusercontent.com/p/AF1QipOQ3yBZy5l-_E19OEG9znTNYL0wZngTK2Oe8IG1=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMPQEhTtrv3n-ZW4YJGwnGF6r7zWo95MxvJ4G80=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipN8FoCgSzT2rAHfhWeaemDpIjzw48b2ddHd0NGN=s294-w294-h220-k-no
National Museum of Pakistan,"National museum showcasing the cultural heritage of Pakistan, with rare manuscripts, art & more.",Museum,"Shahrah-e-Kemal Ataturk, Saddar Karachi, Karachi City, Sindh 75500",Karachi,Closed. Opens 9am,4.3,https://lh3.googleusercontent.com/p/AF1QipP3psqtPCUoIPsi9bdYY5bFFSG9cwjS-XVDD59i=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNK4ob7YMyvA5ipvowIls7RziPjbmCk7kOpUkrN=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNpcjqdMyFXCXz-FovQ9FFlLM1eFvRwotCmd0TF=s294-w294-h220-k-no
Charna Island,"Small, uninhabited island frequented by local fishermen & tourists to dive, hike & snorkel.",Island,Not Available,Karachi,Not Available,4.5,https://lh3.googleusercontent.com/p/AF1QipO_JxokqdFSt7myxDkFlVghLttm6Q6NSnH7_QM5=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNindqJwVjOHFPmuZRW_S_hoDE6rY6nN7v1Uf0=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNHWJ0ReZdVEJurzWqRi-ygHnmuIKklmKpftiZ5=s294-w294-h220-k-no
Cape Mount,Not Available,Land Mass,"Keamari, Karachi, Sindh",Karachi,Not Available,4.6,https://lh3.googleusercontent.com/p/AF1QipPesvkXl4qo9JjOwTw7kz1lJ6HadvLc1HgzBAEG=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPd93bWWKx4ycQRQFDuS8tuoSsa5DMz8IxO0LbW=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMkt9vR-lfUHsSODdzIA7_LNnVh23F_f1f00LYj=s294-w294-h220-k-no
State Bank Museum & Art Gallery,Not Available,Museum,"RXXX+9QF, I.I Chundrigar Rd, Lalazar, Karachi, Karachi City, Sindh",Karachi,Closed. Opens 9am,4.8,https://lh3.googleusercontent.com/p/AF1QipMcYbyoJJpdyOw6t5G4L855YjvmhvOyoQ-Fwcvx=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMAk_3kGgd0V70n-yAdojsc5DpZaUt6Q0pTe5iq=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNMQS0eR3d8CtR-7ymIM_AWaIAKMbO0Zs-zmPl0=s294-w294-h220-k-no
Sindbad's Wonderland Amusement Park,"Family amusement park with rides like a dragon coaster & log slide, plus a 4D cinema & a food court.",Amusement Park,"ST/G 29, Block 10 Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",Karachi,Open. Closes 11pm,4.2,https://lh3.googleusercontent.com/p/AF1QipNZdRWgHQdQ8aZfakd4s6mPF1IiK4m3TG-4kvEJ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPPuDhPN9FM8SGxvOJD3hmbbvidngweViUCLWRa=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPUMIISlKOE7Z6ghkZC1W-gskk-v0I5fb5_XE7o=s294-w294-h220-k-no
Hill Park,"A Ferris wheel, dodgem cars & snack stalls at a colorful hilltop park with lawns & picnic areas.",Amusement Park,"187 Osman Issa Bhai Memon Road, Karachi Memon Society Karachi, Karachi City, Sindh",Karachi,Open 24 Hours,4.0,https://lh3.googleusercontent.com/p/AF1QipNzDoS0Ea3Vr66k_h02svPevWoIAnk2OSs5udKt=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNO8ZKRu0IDVRGMMlcLBfJc8c2t20hSmTpEHUkB=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMF4rjT1tyQVN27ubQ6whndDGVI-mTmfNP-_0s5=s294-w294-h220-k-no
Manora Beach,Not Available,Beach,Sindh,Karachi,Not Available,4.5,https://lh3.googleusercontent.com/p/AF1QipO9mD-PFSgnYNA03nT6RwkNof5gLu1DSFBjA3A7=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM2gX90kB0oojLF_jN88KdlunLgnKayraHrUfJ9=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP6raoCcWOeb74KfAV9ob4P193D7pro1iT8CeTi=s294-w294-h220-k-no
Wild Venture Water Park and Resort Gadap Karachi,"Water park with colorful slides, gazebos & many swimming pools, plus a casual restaurant.",Water Park,"Super Highway Karachi, Gadap Road 04 Away From Baqai Medical University Super Highway, Gadap Rd, Karachi",Karachi,Closed. Opens 10am,4.3,https://lh3.googleusercontent.com/p/AF1QipPwb0CWWLPpYKpVnpnQDVlnkGoKIGLFH1aDQjK8=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMpQJif3pBHuHHldBtcRET3Nu_CpCZdH66qKR9s=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPc_3vW7N7_dfsquHcf7DfDXufkSw-BJpblFyfk=s294-w294-h220-k-no
Arena- Family Recreational & Sports Complex,"Sports & leisure center with a gym, an ice skating rink & a bowling alley, plus a buffet restaurant.",Recreation Centre,"Karsaz Road, Karsaz Faisal Cantonment, Karachi, Karachi City, Sindh",Karachi,Open. Closes 11:20pm,4.3,https://lh3.googleusercontent.com/p/AF1QipM_suhCM89MOHvakT_sHW1DM23Dde7bgGaL5Bcs=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO9Mvuq0bp9-ppooHN_sG-Rdn4ImT58gcmlWhNH=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMzvOli9afzXtnUMcUqMVi4OcKZD4IXketzPak=s294-w294-h220-k-no
"Dreamworld Resort, Hotel & Gold Course",Not Available,Hotel,"Gulshan-e-Maymar, Super Highway, Adjacent, Block R Taiser Town, Karachi, Karachi City, Sindh",Karachi,Not Available,4.2,https://lh3.googleusercontent.com/p/AF1QipNARxiRp0BS1bXcAdbtR3tBoEeoaUpw3qITwCeL=s294-w294-h220-k-no,https://lh3.googleusercontent.com/proxy/7MztzLJpZfROGZYg9I80CXzxvwg-ITOZhVJDQKgNuSXqj1jWkNPRt5i49JB3x4ikgUwrGzC9-xE3SPGAzc8xVBMdyfUQbz-a-XbQrHPNfIFtWyEnHLju91ACL0O78HUCfug0qdUo7Ly3fX_YUfXscR3_oAeBySI=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOsyMpECug8X201aE_mmuh-kNAThDFewCf7mv52=s294-w294-h220-k-no
Paradish Point,"Stunning beach featuring a sandstone rock point, horse & camel rides, an amusement park & eateries.",Beach,"Keamari, Karachi, Karachi City, Sindh",Karachi,Not Available,4.3,https://lh3.googleusercontent.com/p/AF1QipMBcUQl98i3n_SD4IJxkEGrquvk_XusO-Dxn38R=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO8d22zWIN6vZtscxENuxegbqWh4Dn7h3Z0aBfE=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOcqsEpp87CTlMwdwlTtRHMNRLwymHevBjkJhRh=s294-w294-h220-k-no
Karachi Zoo,Not Available,Zoo,"V2GF+F63, Pawara chowk, near zoo park, Garden East Millat Nagar, Karachi, Karachi City, Sindh",Karachi,Open ,3.4,https://lh3.googleusercontent.com/p/AF1QipM1-nnUrg3YmO0n25E6YrBsNZ6-vf0tYE4rUkVx=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPoL2t_8FAmlsClriK5LHmwvw3J6fdct04_dt1C=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNOYeH-5wdQ_PKK3MvhDRPvHX29cDHeCJM2zqvh=s220-w165-h220-k-no
Karachi Race Club,Not Available,Racecourse,"W5M6+VQ2, Karachi Race Course, Karachi, Karachi City, Sindh",Karachi,Not Available,4.1,https://lh3.googleusercontent.com/p/AF1QipORnLZGVlfxuJ0eQnNYiCbJiF2wPUziLUGUSIeD=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNvE-EnSUQWwmUUHexu2SlIA2_H8mq6kf1vKfZW=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPFy8sgx1VF2oZSSSyW4-tmqNt1ZFJ6ceXHWrum=s220-w165-h220-k-no
The Great Fiesta,"Aquatic center with elaborate pools & water slides, plus gardens, palm-lined plazas & a cafeteria.",Water Park,"Karachi - Hyderabad Motorway, Gadap Town, Karachi, Karachi City, Sindh",Karachi,Closed. Opens 10:30am,4.3,https://lh3.googleusercontent.com/p/AF1QipN4K_U7MCjtJOKyFg9GOekSJXisvsfzzTHa8qjn=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOucDLgZMmzLBor1GCxWlbSLdgeMfic5_XM1j3w=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipORvzbIGzFwS66Z7E-e-FLZ2yBWHfmsU8Dll62Y=s294-w294-h220-k-no
Boat Basin,Not Available,Bay,"Block 6 Clifton, Karachi, Karachi City, Sindh",Karachi,Not Available,4.4,https://lh3.googleusercontent.com/p/AF1QipOD1gKs_cUKSin_UQL_n8pstczMUZ3RHxYoFK2p=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNIFgucslcbvop6tJ_1_-1-ypDs0q52HmBIQCQv=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOK68oXTtLG3KyMRgr52qfi4Qz1v5wvjSLgdOwq=s294-w294-h220-k-no
Burns Road Food Street,Not Available,Food Court,"V248+MGV, Gari Khata, Karachi, Karachi City, Sindh",Karachi,Open. Closes 1:03am,4.4,https://lh3.googleusercontent.com/p/AF1QipPNVNVgszuMSOaq2ABKFtXX2v-fnYOSq_wJY8oy=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipOu7wvX5-PMXEE57dy03z5ZOWE5jmmZTArVWM4=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipOAQ1Dg5-yo5J5VT9go1A-vgN1K-voeb9QLE3GJ=s680-w680-h510
National Stadium Karachi,"The National Stadium, now known as National Bank Stadium for sponsorship reasons, is a cricket stadium in Karachi, Sindh, Pakistan, owned by the Pakistan Cricket Board. It is the home ground of the Karachi Kings franchise in Pakistan Super League and of many other domestic cricket teams in Sindh",Cricket Ground,"V3WJ+CHG, National Stadium Colony Gulshan-e-Iqbal, Karachi, Karachi City, Sindh",Karachi,Not Available,4.5,https://lh3.googleusercontent.com/p/AF1QipOg2asxtUJVmniOfVQuL5HrP6nQTuszyhpUZNPK=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipMp9DB7VKC1Xu6UnMVQxPNitoyHshdH3mSNvbpq=s680-w680-h510,https://lh3.googleusercontent.com/p/AF1QipMYKITJl9AGB0SiiMgT_jPevtnO3cZSzo6rCeCL=s680-w680-h510
Toli Peer,This picturesque natural area on a high hill with lush meadowland is known for its views.,Tourist Attraction,Toli Peer Road,Kashmir,Open 24 Hours,4.7,https://lh3.googleusercontent.com/p/AF1QipPEoEoPfxmPq7QpYe602FJ7J5eaKqMgEMKfRF5O=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNbhTu1VwzLBgnXFjY_XCi2p0_-U-D9Safke_wH=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNv1Q8NPptDl-uLEE_C5QiJCSTJgkkBui5NJloh=s294-w294-h220-k-no
Banjosa Lake,"Artificial lake surrounded by mountains & pine trees, offering row boats & picnic spots.",Lake,Not Available,Kashmir,Not Available,4.4,https://lh3.googleusercontent.com/p/AF1QipPxxy5ScJcdoJG0xl0AXQ7-0QWCLT2losAEY00N=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNWEkUmx0Jy_XnJ6dOFGuo4Nd9hwJOdaXPIeDTy=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOS9AEov0OYGHDWVUjW3oIedaAPl-ZrTYw6sEik=s294-w294-h220-k-no
Ratti Gali Lake,Hiking or horseback riding from base camp leads to this glacier-fed lake with a mountain backdrop.,Lake,Not Available,Kashmir,Not Available,4.9,https://lh3.googleusercontent.com/p/AF1QipP5ai2VrXXqy-uVkk8IaVPQUudpnd5vce72HLZh=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPkLCbL01RygVqi73UZv3FD_I4vcATVHvKdjhNE=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMuyaz83BxX3z1mbXylcPTTHTE60wd604CE3o4A=s294-w294-h220-k-no
Neelam Valley,The Neelum River flows through this mountainous area known for its panoramic views.,Ravine,Not Available,Kashmir,Not Available,4.7,https://lh3.googleusercontent.com/p/AF1QipNev4Gt8Y7uLuzH2F0NaRGLhxKg0zmOZzpBsCOk=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOg-4SMnAgPo3ogsZvhG9ENHBzJyea2up6w_wT4=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPA_1zSd73LowcuPp362f04iIINUqbrDB5lXnRz=s294-w294-h220-k-no
